,id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
127,429.0,,Place des sports,1.0,1348,Louvain-la-neuve,Provincie Waals-Brabant,,Y,,,"Place des sports, 1348 Louvain-la-neuve, Brabant wallon",50.670199,4.6014444
128,430.0,,Rue du castinia,,1348,Louvain-la-neuve,Provincie Waals-Brabant,,,,,"Rue du castinia, 1348 Louvain-la-neuve, Brabant wallon",50.6702865,4.6052193
129,431.0,,Liersestwg.,4.0,2800,Mechelen,Provincie Antwerpen,,,,,"Liersestwg., 2800 Mechelen, Antwerpen",51.053569,4.4805214
130,434.0,,Route st-hubert,1.0,6800,Recogne,Provincie Luxemburg,,,,,"Route st-hubert, 6800 Recogne, Luxembourg",49.8569283,5.3981911
131,436.0,,Vaartstraat,60.0,8710,Wielsbeke,Provincie West-Vlaanderen,,,,,"Vaartstraat, 8710 Wielsbeke, West-vlaanderen",50.9056165,3.3329446
132,437.0,,Ooigemstraat,12.0,8710,Wielsbeke,Provincie West-Vlaanderen,,,,,"Ooigemstraat, 8710 Wielsbeke, West-vlaanderen",50.9018297,3.3588359
133,438.0,,Westerring,15.0,9700,Oudenaarde,Provincie Oost-Vlaanderen,,,,,"Westerring, 9700 Oudenaarde, Oost-vlaanderen",50.8600356,3.5965213
134,445.0,,Nazarethsesteenweg,77.0,9800,Astene,Provincie Oost-Vlaanderen,,N,,,"Nazarethsesteenweg, 9800 Astene, Oost-vlaanderen",50.9741866,3.572166
135,450.0,,Lamorinierestraat,,2018,Antwerpen,Provincie Antwerpen,,Y,,,"Lamorinierestraat, 2018 Antwerpen, Antwerpen",51.2035955,4.420659
136,451.0,,Riderveldlaan,5.0,2018,Antwerpen,Provincie Antwerpen,,Y,,,"Riderveldlaan, 2018 Antwerpen, Antwerpen",51.188255,4.4414872
137,452.0,,Nijverheidslaan,7.0,3200,Aarschot,Provincie Vlaams-Brabant,,,,,"Nijverheidslaan, 3200 Aarschot, Vlaams-brabant",50.9911393,4.8227234
138,453.0,,Nijverheidslaan,7.0,3200,Aarschot,Provincie Vlaams-Brabant,,,,,"Nijverheidslaan, 3200 Aarschot, Vlaams-brabant",50.9911393,4.8227234
139,454.0,,Nijverheidslaan,,3200,Aarschot,Provincie Vlaams-Brabant,,,,,"Nijverheidslaan, 3200 Aarschot, Vlaams-brabant",50.9911393,4.8227234
140,455.0,,Schaliehoevestraat ,12.0,2220,Heist-op-den-berg,Provincie Antwerpen,,,,,"Schaliehoevestraat , 2220 Heist-op-den-berg, Antwerpen",51.0492684,4.7033045
141,456.0,,Nijverheidslaan,7.0,3200,Aarschot,Provincie Vlaams-Brabant,,,,,"Nijverheidslaan, 3200 Aarschot, Vlaams-brabant",50.9911393,4.8227234
142,457.0,,Cipaalstraat ,8.0,2440,Geel,Provincie Antwerpen,,,,,"Cipaalstraat , 2440 Geel, Antwerpen",51.1523603,4.9949971
143,458.0,,Erperheidestraat,2.0,3990,Peer,Provincie Limburg,,Y,,,"Erperheidestraat, 3990 Peer, Limburg",51.128891,5.5050819
144,459.0,,Koldamstraat,9.0,1560,Hoeilaart,Provincie Vlaams-Brabant,,,,,"Koldamstraat, 1560 Hoeilaart, Vlaams-brabant",50.7683734,4.4769566
145,460.0,,Nekkerspoelstraat,199.0,2800,Mechelen,Provincie Antwerpen,,,,,"Nekkerspoelstraat, 2800 Mechelen, Antwerpen",51.0316932,4.4982375
146,461.0,,Kruisstraat,54.0,3120,Tremelo,Provincie Vlaams-Brabant,,,,,"Kruisstraat, 3120 Tremelo, Vlaams-brabant",50.9944506,4.6868767
147,466.0,,Av. de burlet,4.0,1400,Nivelles,Provincie Waals-Brabant,,,,,"Av. de burlet, 1400 Nivelles, Brabant wallon",50.6012326,4.3321286
148,468.0,,Zeypestraat,26.0,1910,Kampenhout,Provincie Vlaams-Brabant,,Y,,,"Zeypestraat, 1910 Kampenhout, Vlaams-brabant",50.9514219,4.563022
149,469.0,,Bergtorfbroeklaan,,1910,Kampenhout,Provincie Vlaams-Brabant,,Y,,,"Bergtorfbroeklaan, 1910 Kampenhout, Vlaams-brabant",50.9338827,4.5605498
150,470.0,,Kerkstraat,34.0,1910,Kampenhout,Provincie Vlaams-Brabant,,Y,,,"Kerkstraat, 1910 Kampenhout, Vlaams-brabant",50.9394142,4.5486243
151,471.0,,Steenweg op zevendonk ,18.0,2300,Turnhout,Provincie Antwerpen,,Y,,,"Steenweg op zevendonk , 2300 Turnhout, Antwerpen",51.3050618,4.9501904
152,472.0,,Uilenbaan,15.0,2160,Wommelgem,Provincie Antwerpen,,,,,"Uilenbaan, 2160 Wommelgem, Antwerpen",51.213423,4.51271
153,473.0,,Reep,1.0,9000,Gent,Provincie Oost-Vlaanderen,,Y,,,"Reep, 9000 Gent, Oost-vlaanderen",51.0525666,3.7295712
154,474.0,,Vlamingenstraat,83.0,3000,Leuven,Provincie Vlaams-Brabant,,Y,,,"Vlamingenstraat, 3000 Leuven, Vlaams-brabant",50.8750887,4.7034278
155,475.0,,Steenweg op tielen ,51.0,2300,Turnhout,Provincie Antwerpen,,Y,,,"Steenweg op tielen , 2300 Turnhout, Antwerpen",51.2984995,4.9329758
156,476.0,,Cathilleweg t,38.0,8490,Jabbeke,Provincie West-Vlaanderen,,,,,"Cathilleweg t, 8490 Jabbeke, West-vlaanderen",51.215602,3.0710999
157,477.0,,Sarkoheemstraa,2.0,8490,Jabbeke,Provincie West-Vlaanderen,,,,,"Sarkoheemstraa, 8490 Jabbeke, West-vlaanderen",51.1662976,3.070942
158,478.0,,Oude dorpweg,58.0,8490,Jabbeke,Provincie West-Vlaanderen,,,,,"Oude dorpweg, 8490 Jabbeke, West-vlaanderen",51.1868021,3.1436888
159,479.0,,Eernegemweg  ,,8490,Jabbeke,Provincie West-Vlaanderen,,,,,"Eernegemweg  , 8490 Jabbeke, West-vlaanderen",51.1637576,3.1043331
160,480.0,,Dorpsstraat,,8490,Jabbeke,Provincie West-Vlaanderen,,,,,"Dorpsstraat, 8490 Jabbeke, West-vlaanderen",51.1822325,3.0915085
161,485.0,,Parklaan ,,2300,Turnhout,Provincie Antwerpen,,N,,,"Parklaan , 2300 Turnhout, Antwerpen",51.3125859,4.9454041
162,488.0,,Motstraat,32.0,2800,Mechelen,Provincie Antwerpen,,,,,"Motstraat, 2800 Mechelen, Antwerpen",51.0144121,4.4919669
163,489.0,,Zeutestraat ,5.0,2800,Mechelen,Provincie Antwerpen,,,,,"Zeutestraat , 2800 Mechelen, Antwerpen",51.01104,4.492018
